label_id	anchor_x	anchor_y	anchor_z	bb_min_x	bb_min_y	bb_min_z	bb_max_x	bb_max_y	bb_max_z	n_points	n_traces	sources	cell_id	kevin_head_traces_id	david_motorneuron_2nd_segment_traces_id
876	175.84	176.96	18.4	156.40	164.08	4.80	178.08	184.80	56.50	0	1	kevin	1009	275	0
894	193.44	171.52	22.2	165.52	137.36	19.00	196.48	174.64	40.90	0	1	kevin	1312	652	0
896	193.92	167.04	24.0	181.52	164.64	19.70	196.48	174.00	44.20	0	1	kevin	1442	651	0
923	225.84	170.4	19.8	186.64	122.40	0.10	229.60	172.48	59.60	0	1	kevin	1025	719	0
924	227.04	166.16	20.0	200.48	149.92	0.10	229.92	169.44	63.80	0	1	kevin	628	720	0
952	183.84	194.48	20.8	171.52	192.32	0.10	190.00	209.68	59.40	0	1	kevin	1058	411	0
957	189.36	193.04	18.5	174.72	188.72	0.10	192.96	208.88	62.80	0	1	kevin	778	413	0
959	192.16	198.72	21.0	168.96	191.04	0.20	194.64	208.80	64.30	0	1	kevin	1364	415	0
1010	191.44	143.36	28.4	176.08	130.16	5.40	204.72	147.04	58.50	0	1	kevin	1538	321	0
1012	193.52	140.08	23.9	174.00	124.96	6.90	196.80	146.40	39.80	0	1	kevin	1396	339	0
1015	195.2	145.04	25.1	177.36	126.48	5.20	205.52	147.68	50.30	0	1	kevin	1397	327	0
1018	200.0	139.92	23.3	181.52	133.04	5.70	202.88	142.40	36.50	0	1	kevin	1103	343	0
1019	200.64	144.4	22.3	176.96	128.88	5.40	208.32	147.12	51.20	0	1	kevin	1399	325	0
1024	204.72	140.4	29.0	180.00	125.92	6.90	207.84	142.48	57.50	0	1	kevin	824	166	0
1025	208.64	137.6	27.1	174.08	129.60	8.70	210.96	193.68	66.90	0	1	kevin	1104	171	0
1046	184.4	152.48	24.1	180.08	135.28	21.70	202.88	155.12	57.20	0	1	kevin	1411	52	0
1047	185.28	150.0	27.2	180.64	141.76	23.70	200.88	152.48	50.40	0	1	kevin	1413	50	0
1053	193.04	148.08	23.3	180.40	140.64	13.20	202.32	150.56	45.70	0	1	kevin	1271	329	0
1056	194.56	162.08	25.3	175.92	152.24	19.00	199.12	165.36	34.30	0	1	kevin	1423	653	0
1057	197.92	148.0	26.1	173.84	124.64	6.00	205.84	150.16	55.20	0	1	kevin	1548	333	0
1070	214.8	156.32	27.3	197.92	145.76	0.40	221.36	162.72	63.80	0	1	kevin	1425	39	0
1073	215.92	152.24	22.4	197.36	146.72	5.80	222.80	161.04	63.90	0	1	kevin	1277	96	0
1075	218.56	153.92	24.8	196.00	142.56	0.60	222.72	161.84	63.90	0	1	kevin	1125	361	0
1076	220.32	160.8	23.3	204.16	146.00	0.20	222.88	164.32	64.10	0	1	kevin	733	377	0
1079	221.44	156.16	26.6	194.32	147.12	5.40	223.76	161.84	64.20	0	1	kevin	1415	365	0
1081	223.52	158.08	25.0	193.68	148.16	0.20	225.44	163.68	64.30	0	1	kevin	1428	379	0
1118	169.68	178.64	21.9	155.76	168.56	12.40	172.40	191.44	42.70	0	1	kevin	1172	279	0
1143	197.36	165.52	25.9	182.56	159.36	21.70	200.48	168.40	40.60	0	1	kevin	1594	654	0
1172	226.56	172.16	25.2	203.92	147.12	0.20	229.36	174.80	62.90	0	1	kevin	1601	718	0
