label_id	anchor_x	anchor_y	anchor_z	cells	trace_id	cell_type	nucleus_id
10225	140.72232309077586	179.88791548929188	97.43542964047155	1	0	None	5500
10226	142.8997059924593	175.26298900981362	94.13455624782738	0	0	None	0
10227	141.86653617000297	175.31549564703056	96.23042734884753	0	0	None	0
10228	143.0940113017439	177.58016759357258	99.18001558074451	1	0	None	5733
10229	162.65226550498173	186.37585068530643	96.98548879388905	1	0	None	5507
10230	179.75432680862727	180.86414390497745	94.15566596247204	0	0	None	0
10231	178.27379519219062	178.84281564401294	97.36459489637457	1	0	None	5752
10232	183.61542281958629	180.68656808127187	94.81418956844534	0	0	None	0
10233	189.96245689099166	179.49359921448243	98.96616275779171	1	0	None	5755
10234	189.66191726377102	176.22529490175774	95.21412936807266	0	0	None	0
10235	207.60536177320583	174.14754387614428	97.0257102022547	0	0	None	0
10236	213.30198209702274	184.5226687210604	100.85554785941221	1	0	None	5764
10237	212.90303439243027	180.7416582729292	97.9799215383198	1	0	None	5762
10238	226.03383234718345	174.76461762112248	94.74973144995032	0	0	None	0
10239	226.01329452820232	184.7245341670266	94.57856299320568	0	0	None	0
10240	105.40074767253866	189.2743227372989	93.89161918585432	0	0	None	0
10241	109.0456201845737	197.1961117808487	102.81055554313434	1	0	None	6024
10242	114.17345016547121	189.95547105555409	101.49100014497371	1	0	None	5769
10243	110.02568903810013	184.29488609783303	97.01447778855137	0	0	None	0
10244	110.81992983931565	184.7466265424856	96.44213231918543	0	0	None	0
10245	113.72796811626856	189.66972693217662	95.07565467975441	0	0	None	0
10246	115.74121466794027	189.7843907555624	95.33179178220672	0	0	None	0
10247	118.66332835009771	194.39226387783285	96.75294193599363	1	0	None	5533
10248	125.60176330690165	191.8809326079716	94.34580180327582	0	0	None	0
10249	136.7256388271617	193.3096214430395	94.5332429549075	0	0	None	0
10250	136.4386350325521	195.71837226893788	96.11519625482315	0	0	None	0
10251	138.55241160718336	191.36122289967773	93.19839137933643	0	0	None	0
10252	138.73039100848828	196.0160997944392	93.80111961953536	0	0	None	0
10253	135.9517903554099	198.3913885120245	104.8115738661588	1	0	None	6285
10254	138.41675605180478	188.39146632336707	100.73545032983671	0	0	None	0
10255	147.3072318526484	197.32038665991817	101.67785667454982	1	0	None	5780
10256	147.45904532510275	187.37265317258667	94.40948514741743	0	0	None	0
10257	175.31283907551926	199.654343804202	98.49498838692377	0	0	None	0
10258	187.412041407497	191.65503712653447	95.87932310078907	0	0	None	0
10259	109.02446943511421	188.29844889061127	104.64886283292502	0	0	None	0
10260	116.33123071347548	204.2022571986094	102.85795906629922	1	0	None	6028
