label_id	clusters	morphologyColourScheme
1090	0	255-255-0-73
1108	1	255-147-172-58
728	1	255-147-172-58
1462	2	255-7-197-226
1487	3	255-98-0-122
577	4	255-254-141-100
1257	1	255-147-172-58
1560	5	255-181-131-84
1866	2	255-7-197-226
1469	3	255-98-0-122
1352	6	255-209-164-255
1540	1	255-147-172-58
2062	5	255-181-131-84
2082	2	255-7-197-226
2463	0	255-255-0-73
1516	3	255-98-0-122
2508	0	255-255-0-73
2190	2	255-7-197-226
2734	6	255-209-164-255
2724	2	255-7-197-226
3151	0	255-255-0-73
3155	7	255-98-132-2
3173	0	255-255-0-73
3157	0	255-255-0-73
2656	6	255-209-164-255
2169	1	255-147-172-58
2999	1	255-147-172-58
2842	1	255-147-172-58
3024	0	255-255-0-73
3368	2	255-7-197-226
2677	8	255-222-69-200
3077	2	255-7-197-226
3287	2	255-7-197-226
3485	8	255-222-69-200
3322	7	255-98-132-2
1711	9	255-0-76-255
3576	10	255-114-16-255
3827	2	255-7-197-226
3122	5	255-181-131-84
3982	2	255-7-197-226
3598	5	255-181-131-84
3636	0	255-255-0-73
4003	0	255-255-0-73
3639	7	255-98-132-2
3497	8	255-222-69-200
4483	4	255-254-141-100
4484	10	255-114-16-255
4319	10	255-114-16-255
4148	5	255-181-131-84
4011	4	255-254-141-100
4532	0	255-255-0-73
4977	5	255-181-131-84
4797	5	255-181-131-84
4839	7	255-98-132-2
5017	3	255-98-0-122
5248	2	255-7-197-226
5046	0	255-255-0-73
5047	0	255-255-0-73
5281	3	255-98-0-122
5068	9	255-0-76-255
5625	2	255-7-197-226
5403	3	255-98-0-122
2645	7	255-98-132-2
5688	5	255-181-131-84
5477	7	255-98-132-2
6192	3	255-98-0-122
6012	2	255-7-197-226
6557	3	255-98-0-122
6640	7	255-98-132-2
6911	8	255-222-69-200
6916	1	255-147-172-58
6673	6	255-209-164-255
6924	6	255-209-164-255
6923	7	255-98-132-2
6960	7	255-98-132-2
6704	9	255-0-76-255
6246	10	255-114-16-255
3518	9	255-0-76-255
6439	3	255-98-0-122
5510	0	255-255-0-73
6227	7	255-98-132-2
7012	3	255-98-0-122
6800	9	255-0-76-255
6601	10	255-114-16-255
6100	3	255-98-0-122
7081	5	255-181-131-84
7797	5	255-181-131-84
6409	7	255-98-132-2
7608	2	255-7-197-226
6177	7	255-98-132-2
5096	9	255-0-76-255
6544	9	255-0-76-255
7017	6	255-209-164-255
7456	2	255-7-197-226
7708	6	255-209-164-255
7532	7	255-98-132-2
6611	8	255-222-69-200
7942	3	255-98-0-122
7106	6	255-209-164-255
8140	5	255-181-131-84
7378	1	255-147-172-58
8075	9	255-0-76-255
8116	9	255-0-76-255
8101	3	255-98-0-122
8350	8	255-222-69-200
8556	2	255-7-197-226
7177	9	255-0-76-255
8801	1	255-147-172-58
8591	6	255-209-164-255
8850	4	255-254-141-100
8882	1	255-147-172-58
7416	9	255-0-76-255
8875	9	255-0-76-255
9409	9	255-0-76-255
10089	5	255-181-131-84
9912	9	255-0-76-255
9292	6	255-209-164-255
9343	3	255-98-0-122
10141	3	255-98-0-122
8813	7	255-98-132-2
9401	9	255-0-76-255
9541	3	255-98-0-122
9566	10	255-114-16-255
9235	9	255-0-76-255
10012	9	255-0-76-255
9441	4	255-254-141-100
10379	3	255-98-0-122
10810	4	255-254-141-100
10632	9	255-0-76-255
10661	0	255-255-0-73
10155	10	255-114-16-255
10463	7	255-98-132-2
9963	10	255-114-16-255
10455	1	255-147-172-58
10516	0	255-255-0-73
10767	9	255-0-76-255
10910	9	255-0-76-255
10607	8	255-222-69-200
11623	5	255-181-131-84
11039	2	255-7-197-226
11069	3	255-98-0-122
11294	7	255-98-132-2
10743	8	255-222-69-200
11549	3	255-98-0-122
10506	9	255-0-76-255
11805	7	255-98-132-2
11597	2	255-7-197-226
11439	8	255-222-69-200
12145	6	255-209-164-255
11703	9	255-0-76-255
11942	9	255-0-76-255
12143	2	255-7-197-226
11760	8	255-222-69-200
10534	0	255-255-0-73
10526	9	255-0-76-255
11789	8	255-222-69-200
12647	3	255-98-0-122
12249	1	255-147-172-58
12634	3	255-98-0-122
12687	5	255-181-131-84
11023	9	255-0-76-255
12312	7	255-98-132-2
11168	9	255-0-76-255
12399	5	255-181-131-84
12609	8	255-222-69-200
12194	3	255-98-0-122
12620	4	255-254-141-100
13121	9	255-0-76-255
12999	2	255-7-197-226
12974	2	255-7-197-226
13380	3	255-98-0-122
13085	9	255-0-76-255
13940	9	255-0-76-255
14011	2	255-7-197-226
13631	8	255-222-69-200
13009	9	255-0-76-255
14298	8	255-222-69-200
13964	8	255-222-69-200
14378	2	255-7-197-226
14203	9	255-0-76-255
14617	3	255-98-0-122
14813	9	255-0-76-255
14036	3	255-98-0-122
14674	3	255-98-0-122
15313	3	255-98-0-122
15361	2	255-7-197-226
14958	9	255-0-76-255
14797	8	255-222-69-200
14630	8	255-222-69-200
15228	8	255-222-69-200
15431	9	255-0-76-255
14955	9	255-0-76-255
15557	5	255-181-131-84
14774	9	255-0-76-255
15384	9	255-0-76-255
15590	3	255-98-0-122
15593	9	255-0-76-255
16098	9	255-0-76-255
16699	8	255-222-69-200
16724	7	255-98-132-2
17132	0	255-255-0-73
15734	9	255-0-76-255
15733	9	255-0-76-255
12437	9	255-0-76-255
16061	4	255-254-141-100
16640	9	255-0-76-255
16375	6	255-209-164-255
16987	9	255-0-76-255
16155	10	255-114-16-255
15121	8	255-222-69-200
17023	3	255-98-0-122
17485	7	255-98-132-2
17847	7	255-98-132-2
17487	7	255-98-132-2
17156	5	255-181-131-84
17520	3	255-98-0-122
18308	0	255-255-0-73
17557	2	255-7-197-226
17953	5	255-181-131-84
17610	2	255-7-197-226
17596	4	255-254-141-100
17236	2	255-7-197-226
17717	0	255-255-0-73
18180	0	255-255-0-73
17777	8	255-222-69-200
18684	1	255-147-172-58
18693	4	255-254-141-100
18291	3	255-98-0-122
19409	0	255-255-0-73
19088	4	255-254-141-100
18435	6	255-209-164-255
19480	2	255-7-197-226
18051	6	255-209-164-255
18952	0	255-255-0-73
18624	8	255-222-69-200
19340	8	255-222-69-200
18673	4	255-254-141-100
20280	7	255-98-132-2
19424	9	255-0-76-255
19735	2	255-7-197-226
19747	10	255-114-16-255
20037	10	255-114-16-255
18855	4	255-254-141-100
19783	8	255-222-69-200
19864	8	255-222-69-200
19596	9	255-0-76-255
19960	3	255-98-0-122
20537	10	255-114-16-255
20324	4	255-254-141-100
20585	5	255-181-131-84
20873	10	255-114-16-255
20413	4	255-254-141-100
20126	3	255-98-0-122
21022	8	255-222-69-200
21716	5	255-181-131-84
21298	5	255-181-131-84
21301	7	255-98-132-2
21061	4	255-254-141-100
21538	5	255-181-131-84
21354	4	255-254-141-100
12942	9	255-0-76-255
21132	3	255-98-0-122
21400	7	255-98-132-2
21261	8	255-222-69-200
22289	10	255-114-16-255
22114	0	255-255-0-73
22004	4	255-254-141-100
22412	7	255-98-132-2
22241	8	255-222-69-200
22447	5	255-181-131-84
21873	4	255-254-141-100
22090	8	255-222-69-200
20713	9	255-0-76-255
21882	8	255-222-69-200
23369	3	255-98-0-122
22135	4	255-254-141-100
22925	9	255-0-76-255
22456	0	255-255-0-73
23159	4	255-254-141-100
23511	8	255-222-69-200
22988	8	255-222-69-200
23783	8	255-222-69-200
23945	5	255-181-131-84
23952	6	255-209-164-255
24285	4	255-254-141-100
24150	3	255-98-0-122
23685	4	255-254-141-100
23985	2	255-7-197-226
24912	2	255-7-197-226
24958	10	255-114-16-255
24633	5	255-181-131-84
24181	4	255-254-141-100
24865	9	255-0-76-255
16415	9	255-0-76-255
25097	10	255-114-16-255
25106	10	255-114-16-255
24550	8	255-222-69-200
25417	6	255-209-164-255
25818	4	255-254-141-100
25292	4	255-254-141-100
25699	9	255-0-76-255
25576	8	255-222-69-200
25766	6	255-209-164-255
25570	8	255-222-69-200
26418	0	255-255-0-73
25811	9	255-0-76-255
25435	4	255-254-141-100
26246	4	255-254-141-100
26637	2	255-7-197-226
26290	8	255-222-69-200
26799	5	255-181-131-84
26976	2	255-7-197-226
27412	1	255-147-172-58
27064	2	255-7-197-226
26886	8	255-222-69-200
27294	3	255-98-0-122
26142	3	255-98-0-122
27578	0	255-255-0-73
27391	8	255-222-69-200
27850	10	255-114-16-255
27655	4	255-254-141-100
27512	7	255-98-132-2
27734	0	255-255-0-73
27345	4	255-254-141-100
28793	0	255-255-0-73
27641	4	255-254-141-100
27856	1	255-147-172-58
27894	8	255-222-69-200
27482	3	255-98-0-122
28417	2	255-7-197-226
28710	4	255-254-141-100
29180	6	255-209-164-255
28987	9	255-0-76-255
28767	6	255-209-164-255
28993	8	255-222-69-200
29242	5	255-181-131-84
27284	9	255-0-76-255
29159	5	255-181-131-84
21866	9	255-0-76-255
28727	9	255-0-76-255
29217	6	255-209-164-255
30067	3	255-98-0-122
29665	8	255-222-69-200
29460	9	255-0-76-255
29464	4	255-254-141-100
29739	3	255-98-0-122
28408	0	255-255-0-73
28227	0	255-255-0-73
28506	9	255-0-76-255
30230	5	255-181-131-84
30074	9	255-0-76-255
30247	3	255-98-0-122
949	6	255-209-164-255
1097	4	255-254-141-100
942	6	255-209-164-255
343	4	255-254-141-100
584	4	255-254-141-100
1086	1	255-147-172-58
1240	1	255-147-172-58
1099	3	255-98-0-122
1089	7	255-98-132-2
1102	1	255-147-172-58
1246	7	255-98-132-2
572	1	255-147-172-58
1242	7	255-98-132-2
354	4	255-254-141-100
957	2	255-7-197-226
1259	2	255-7-197-226
946	7	255-98-132-2
1258	1	255-147-172-58
958	1	255-147-172-58
489	4	255-254-141-100
970	7	255-98-132-2
1110	8	255-222-69-200
1093	8	255-222-69-200
1114	6	255-209-164-255
1127	6	255-209-164-255
977	7	255-98-132-2
1267	4	255-254-141-100
830	4	255-254-141-100
472	2	255-7-197-226
1118	1	255-147-172-58
1117	1	255-147-172-58
1287	5	255-181-131-84
950	1	255-147-172-58
1273	1	255-147-172-58
1154	2	255-7-197-226
1121	1	255-147-172-58
1289	2	255-7-197-226
1139	1	255-147-172-58
1288	2	255-7-197-226
833	6	255-209-164-255
514	1	255-147-172-58
834	1	255-147-172-58
1275	4	255-254-141-100
969	1	255-147-172-58
857	2	255-7-197-226
995	1	255-147-172-58
734	1	255-147-172-58
1291	1	255-147-172-58
835	1	255-147-172-58
996	1	255-147-172-58
861	6	255-209-164-255
1293	1	255-147-172-58
521	4	255-254-141-100
756	4	255-254-141-100
1028	4	255-254-141-100
1143	1	255-147-172-58
1146	1	255-147-172-58
1328	1	255-147-172-58
1326	1	255-147-172-58
1148	1	255-147-172-58
874	1	255-147-172-58
870	4	255-254-141-100
1006	1	255-147-172-58
1171	1	255-147-172-58
1170	1	255-147-172-58
1008	1	255-147-172-58
1150	2	255-7-197-226
875	1	255-147-172-58
1334	1	255-147-172-58
426	6	255-209-164-255
1174	2	255-7-197-226
1040	2	255-7-197-226
763	1	255-147-172-58
1308	1	255-147-172-58
1012	10	255-114-16-255
1153	2	255-7-197-226
1310	2	255-7-197-226
1336	2	255-7-197-226
1176	2	255-7-197-226
1312	2	255-7-197-226
1050	2	255-7-197-226
1442	2	255-7-197-226
1313	2	255-7-197-226
1046	2	255-7-197-226
1177	2	255-7-197-226
1156	1	255-147-172-58
1339	2	255-7-197-226
1179	2	255-7-197-226
1340	2	255-7-197-226
1180	2	255-7-197-226
1181	2	255-7-197-226
1158	1	255-147-172-58
1315	2	255-7-197-226
1341	2	255-7-197-226
1159	1	255-147-172-58
1316	2	255-7-197-226
1342	1	255-147-172-58
1052	2	255-7-197-226
860	1	255-147-172-58
913	4	255-254-141-100
792	4	255-254-141-100
1349	7	255-98-132-2
1064	6	255-209-164-255
1351	1	255-147-172-58
1456	2	255-7-197-226
1169	2	255-7-197-226
923	6	255-209-164-255
921	4	255-254-141-100
1055	4	255-254-141-100
1191	1	255-147-172-58
1190	2	255-7-197-226
1362	1	255-147-172-58
1056	1	255-147-172-58
1211	1	255-147-172-58
798	1	255-147-172-58
1058	1	255-147-172-58
1212	1	255-147-172-58
1194	2	255-7-197-226
1364	1	255-147-172-58
1354	2	255-7-197-226
916	1	255-147-172-58
677	1	255-147-172-58
1196	2	255-7-197-226
1198	2	255-7-197-226
1199	2	255-7-197-226
1355	2	255-7-197-226
1200	2	255-7-197-226
1202	2	255-7-197-226
1220	4	255-254-141-100
1219	7	255-98-132-2
1356	2	255-7-197-226
1206	2	255-7-197-226
1357	1	255-147-172-58
1051	3	255-98-0-122
1358	1	255-147-172-58
1367	1	255-147-172-58
1221	4	255-254-141-100
933	1	255-147-172-58
1071	1	255-147-172-58
1371	1	255-147-172-58
233	4	255-254-141-100
804	6	255-209-164-255
688	4	255-254-141-100
939	6	255-209-164-255
1230	6	255-209-164-255
944	7	255-98-132-2
1092	4	255-254-141-100
947	1	255-147-172-58
818	6	255-209-164-255
1082	6	255-209-164-255
697	4	255-254-141-100
1378	1	255-147-172-58
1519	1	255-147-172-58
1523	1	255-147-172-58
1078	6	255-209-164-255
1690	1	255-147-172-58
1537	1	255-147-172-58
1382	1	255-147-172-58
1692	1	255-147-172-58
1383	1	255-147-172-58
1098	1	255-147-172-58
1538	1	255-147-172-58
1088	7	255-98-132-2
1396	2	255-7-197-226
1241	1	255-147-172-58
1388	7	255-98-132-2
1397	1	255-147-172-58
1387	7	255-98-132-2
1106	1	255-147-172-58
1103	1	255-147-172-58
1399	1	255-147-172-58
1527	1	255-147-172-58
1525	1	255-147-172-58
1244	1	255-147-172-58
464	9	255-0-76-255
824	2	255-7-197-226
1104	1	255-147-172-58
1390	1	255-147-172-58
1401	1	255-147-172-58
1389	3	255-98-0-122
1543	7	255-98-132-2
1113	4	255-254-141-100
1260	4	255-254-141-100
1279	6	255-209-164-255
1299	4	255-254-141-100
846	6	255-209-164-255
607	4	255-254-141-100
1281	7	255-98-132-2
976	4	255-254-141-100
1713	5	255-181-131-84
1132	6	255-209-164-255
879	6	255-209-164-255
746	9	255-0-76-255
831	6	255-209-164-255
1011	4	255-254-141-100
581	4	255-254-141-100
1307	10	255-114-16-255
1411	1	255-147-172-58
1413	1	255-147-172-58
1270	1	255-147-172-58
1311	2	255-7-197-226
1120	1	255-147-172-58
1421	5	255-181-131-84
1702	1	255-147-172-58
1271	1	255-147-172-58
1422	1	255-147-172-58
1886	5	255-181-131-84
1423	2	255-7-197-226
1548	1	255-147-172-58
1255	1	255-147-172-58
1717	2	255-7-197-226
1122	2	255-7-197-226
1444	2	255-7-197-226
1549	2	255-7-197-226
1551	1	255-147-172-58
1868	2	255-7-197-226
1424	1	255-147-172-58
993	2	255-7-197-226
1704	1	255-147-172-58
1718	1	255-147-172-58
1276	4	255-254-141-100
1425	1	255-147-172-58
1290	1	255-147-172-58
1292	2	255-7-197-226
1277	1	255-147-172-58
1552	1	255-147-172-58
1125	1	255-147-172-58
733	1	255-147-172-58
1426	1	255-147-172-58
1869	1	255-147-172-58
1415	1	255-147-172-58
1870	7	255-98-132-2
1428	1	255-147-172-58
1112	1	255-147-172-58
1427	2	255-7-197-226
1707	3	255-98-0-122
1296	2	255-7-197-226
961	6	255-209-164-255
1708	1	255-147-172-58
1294	1	255-147-172-58
1566	1	255-147-172-58
1721	1	255-147-172-58
1567	1	255-147-172-58
1162	6	255-209-164-255
1347	6	255-209-164-255
737	6	255-209-164-255
863	1	255-147-172-58
1325	6	255-209-164-255
1750	7	255-98-132-2
1436	1	255-147-172-58
1302	1	255-147-172-58
1435	1	255-147-172-58
1727	7	255-98-132-2
1165	1	255-147-172-58
1573	1	255-147-172-58
1438	1	255-147-172-58
1732	1	255-147-172-58
1455	1	255-147-172-58
507	4	255-254-141-100
1574	1	255-147-172-58
1168	1	255-147-172-58
1304	1	255-147-172-58
1576	1	255-147-172-58
1930	1	255-147-172-58
1457	1	255-147-172-58
1579	1	255-147-172-58
1332	1	255-147-172-58
1578	1	255-147-172-58
527	4	255-254-141-100
1172	1	255-147-172-58
1580	1	255-147-172-58
1581	1	255-147-172-58
1331	1	255-147-172-58
1440	2	255-7-197-226
1931	2	255-7-197-226
1612	1	255-147-172-58
1459	2	255-7-197-226
1628	2	255-7-197-226
1582	1	255-147-172-58
1613	2	255-7-197-226
1583	2	255-7-197-226
1460	1	255-147-172-58
1752	2	255-7-197-226
1753	2	255-7-197-226
1461	2	255-7-197-226
1593	2	255-7-197-226
1591	2	255-7-197-226
1754	2	255-7-197-226
1590	1	255-147-172-58
1755	2	255-7-197-226
1737	2	255-7-197-226
1756	2	255-7-197-226
1738	2	255-7-197-226
1740	2	255-7-197-226
1594	1	255-147-172-58
1739	2	255-7-197-226
1757	2	255-7-197-226
1596	2	255-7-197-226
1595	2	255-7-197-226
1443	2	255-7-197-226
1889	2	255-7-197-226
1758	2	255-7-197-226
1597	2	255-7-197-226
1614	2	255-7-197-226
1742	2	255-7-197-226
1761	2	255-7-197-226
1598	2	255-7-197-226
1763	2	255-7-197-226
992	2	255-7-197-226
1464	2	255-7-197-226
907	1	255-147-172-58
1765	2	255-7-197-226
1465	2	255-7-197-226
1466	1	255-147-172-58
910	1	255-147-172-58
1318	2	255-7-197-226
1320	1	255-147-172-58
1615	2	255-7-197-226
1600	1	255-147-172-58
1766	2	255-7-197-226
1345	1	255-147-172-58
1023	2	255-7-197-226
1768	7	255-98-132-2
1601	1	255-147-172-58
1026	8	255-222-69-200
1744	5	255-181-131-84
1448	1	255-147-172-58
1602	6	255-209-164-255
1061	6	255-209-164-255
1605	1	255-147-172-58
1207	1	255-147-172-58
1489	1	255-147-172-58
1773	1	255-147-172-58
1492	3	255-98-0-122
1327	1	255-147-172-58
1454	1	255-147-172-58
1453	1	255-147-172-58
1623	1	255-147-172-58
1474	1	255-147-172-58
1330	2	255-7-197-226
1493	5	255-181-131-84
1624	2	255-7-197-226
1790	1	255-147-172-58
1494	7	255-98-132-2
1777	1	255-147-172-58
1641	1	255-147-172-58
1458	2	255-7-197-226
1495	7	255-98-132-2
1626	1	255-147-172-58
1778	2	255-7-197-226
1792	2	255-7-197-226
1496	1	255-147-172-58
1643	1	255-147-172-58
1479	1	255-147-172-58
1779	2	255-7-197-226
1353	2	255-7-197-226
1499	1	255-147-172-58
1363	1	255-147-172-58
1500	1	255-147-172-58
1067	1	255-147-172-58
1629	2	255-7-197-226
1480	2	255-7-197-226
1646	2	255-7-197-226
1796	1	255-147-172-58
1783	2	255-7-197-226
928	1	255-147-172-58
1365	1	255-147-172-58
1630	2	255-7-197-226
1504	1	255-147-172-58
1059	2	255-7-197-226
1632	2	255-7-197-226
1503	1	255-147-172-58
1483	2	255-7-197-226
1948	2	255-7-197-226
1506	1	255-147-172-58
1215	1	255-147-172-58
1631	3	255-98-0-122
1649	2	255-7-197-226
1484	2	255-7-197-226
1651	1	255-147-172-58
1201	3	255-98-0-122
1507	2	255-7-197-226
1509	2	255-7-197-226
2113	2	255-7-197-226
1486	2	255-7-197-226
1485	3	255-98-0-122
1663	3	255-98-0-122
1802	2	255-7-197-226
1633	2	255-7-197-226
1652	2	255-7-197-226
1634	2	255-7-197-226
1060	1	255-147-172-58
1804	2	255-7-197-226
1784	1	255-147-172-58
1971	7	255-98-132-2
1640	8	255-222-69-200
1223	4	255-254-141-100
1225	7	255-98-132-2
1224	4	255-254-141-100
1808	1	255-147-172-58
936	4	255-254-141-100
563	4	255-254-141-100
1501	1	255-147-172-58
927	1	255-147-172-58
1375	6	255-209-164-255
1813	6	255-209-164-255
1508	3	255-98-0-122
1229	6	255-209-164-255
1815	1	255-147-172-58
1514	6	255-209-164-255
1513	1	255-147-172-58
1984	1	255-147-172-58
1816	8	255-222-69-200
1386	7	255-98-132-2
1985	1	255-147-172-58
1376	1	255-147-172-58
1836	1	255-147-172-58
1689	6	255-209-164-255
2164	1	255-147-172-58
2001	7	255-98-132-2
1228	4	255-254-141-100
1095	1	255-147-172-58
1534	5	255-181-131-84
1235	3	255-98-0-122
1990	1	255-147-172-58
1844	1	255-147-172-58
701	1	255-147-172-58
2156	3	255-98-0-122
1825	1	255-147-172-58
1843	1	255-147-172-58
1536	1	255-147-172-58
1846	1	255-147-172-58
1381	1	255-147-172-58
2168	1	255-147-172-58
1691	1	255-147-172-58
1991	1	255-147-172-58
1237	1	255-147-172-58
1848	1	255-147-172-58
2006	1	255-147-172-58
1675	1	255-147-172-58
1693	1	255-147-172-58
2007	2	255-7-197-226
1385	7	255-98-132-2
1694	1	255-147-172-58
2009	2	255-7-197-226
1995	1	255-147-172-58
1541	1	255-147-172-58
1526	1	255-147-172-58
1684	1	255-147-172-58
1685	1	255-147-172-58
1849	1	255-147-172-58
1528	1	255-147-172-58
1834	1	255-147-172-58
1996	1	255-147-172-58
2328	1	255-147-172-58
1997	3	255-98-0-122
1852	2	255-7-197-226
2329	1	255-147-172-58
1837	1	255-147-172-58
1111	4	255-254-141-100
1686	4	255-254-141-100
1696	4	255-254-141-100
1854	4	255-254-141-100
2175	1	255-147-172-58
1544	4	255-254-141-100
1697	1	255-147-172-58
1856	4	255-254-141-100
1698	4	255-254-141-100
1406	6	255-209-164-255
1857	6	255-209-164-255
1129	10	255-114-16-255
1874	6	255-209-164-255
1555	6	255-209-164-255
1558	4	255-254-141-100
1130	6	255-209-164-255
1416	6	255-209-164-255
2032	9	255-0-76-255
1710	3	255-98-0-122
1283	9	255-0-76-255
1688	7	255-98-132-2
878	9	255-0-76-255
2019	3	255-98-0-122
2002	7	255-98-132-2
1883	6	255-209-164-255
1845	1	255-147-172-58
2181	1	255-147-172-58
2192	2	255-7-197-226
1272	1	255-147-172-58
1885	1	255-147-172-58
1864	1	255-147-172-58
1847	1	255-147-172-58
1547	1	255-147-172-58
2035	1	255-147-172-58
2349	2	255-7-197-226
1887	1	255-147-172-58
2036	2	255-7-197-226
1862	1	255-147-172-58
1863	1	255-147-172-58
2037	2	255-7-197-226
1703	6	255-209-164-255
1888	1	255-147-172-58
2038	1	255-147-172-58
2195	2	255-7-197-226
2008	1	255-147-172-58
1850	1	255-147-172-58
2194	2	255-7-197-226
1865	1	255-147-172-58
2039	2	255-7-197-226
2021	1	255-147-172-58
2067	2	255-7-197-226
1890	2	255-7-197-226
2022	1	255-147-172-58
2023	1	255-147-172-58
2330	1	255-147-172-58
1705	1	255-147-172-58
1894	1	255-147-172-58
1124	2	255-7-197-226
1550	7	255-98-132-2
2183	1	255-147-172-58
2024	1	255-147-172-58
1719	2	255-7-197-226
1895	2	255-7-197-226
2025	2	255-7-197-226
1564	2	255-7-197-226
1430	2	255-7-197-226
2026	1	255-147-172-58
2200	1	255-147-172-58
1896	1	255-147-172-58
2186	1	255-147-172-58
2027	6	255-209-164-255
1898	1	255-147-172-58
1297	8	255-222-69-200
2029	4	255-254-141-100
2075	6	255-209-164-255
1568	4	255-254-141-100
1569	10	255-114-16-255
1920	1	255-147-172-58
2045	1	255-147-172-58
2209	1	255-147-172-58
1922	1	255-147-172-58
1900	1	255-147-172-58
1921	1	255-147-172-58
2048	1	255-147-172-58
1902	7	255-98-132-2
2077	7	255-98-132-2
2047	1	255-147-172-58
1728	5	255-181-131-84
1925	1	255-147-172-58
1726	1	255-147-172-58
1730	1	255-147-172-58
2229	1	255-147-172-58
2050	1	255-147-172-58
1907	5	255-181-131-84
1924	1	255-147-172-58
1927	2	255-7-197-226
2079	2	255-7-197-226
2052	1	255-147-172-58
1928	2	255-7-197-226
2080	1	255-147-172-58
1575	1	255-147-172-58
2234	2	255-7-197-226
2081	1	255-147-172-58
1908	1	255-147-172-58
1577	2	255-7-197-226
2056	2	255-7-197-226
2055	1	255-147-172-58
1776	2	255-7-197-226
1909	1	255-147-172-58
1611	2	255-7-197-226
2057	2	255-7-197-226
2235	2	255-7-197-226
1735	2	255-7-197-226
2083	2	255-7-197-226
2376	2	255-7-197-226
1439	1	255-147-172-58
2059	2	255-7-197-226
2084	2	255-7-197-226
2085	2	255-7-197-226
2086	2	255-7-197-226
1912	1	255-147-172-58
2399	2	255-7-197-226
1913	2	255-7-197-226
2088	2	255-7-197-226
2237	2	255-7-197-226
2063	1	255-147-172-58
2238	2	255-7-197-226
2239	2	255-7-197-226
2383	2	255-7-197-226
1933	2	255-7-197-226
2064	2	255-7-197-226
1934	1	255-147-172-58
2351	2	255-7-197-226
2385	2	255-7-197-226
2089	2	255-7-197-226
2066	5	255-181-131-84
2065	2	255-7-197-226
2386	2	255-7-197-226
2090	2	255-7-197-226
2401	2	255-7-197-226
2091	2	255-7-197-226
1762	5	255-181-131-84
2219	2	255-7-197-226
2068	2	255-7-197-226
1764	2	255-7-197-226
1935	2	255-7-197-226
2220	2	255-7-197-226
1445	2	255-7-197-226
2387	2	255-7-197-226
1936	2	255-7-197-226
2094	2	255-7-197-226
2095	3	255-98-0-122
2069	2	255-7-197-226
1617	7	255-98-132-2
1616	1	255-147-172-58
2098	1	255-147-172-58
2070	2	255-7-197-226
1917	1	255-147-172-58
2097	2	255-7-197-226
2071	1	255-147-172-58
2403	2	255-7-197-226
1321	1	255-147-172-58
1319	1	255-147-172-58
1344	1	255-147-172-58
1186	1	255-147-172-58
1897	2	255-7-197-226
1743	1	255-147-172-58
2241	1	255-147-172-58
1565	1	255-147-172-58
1024	1	255-147-172-58
1620	1	255-147-172-58
1938	1	255-147-172-58
1622	4	255-254-141-100
1636	1	255-147-172-58
2076	1	255-147-172-58
1637	5	255-181-131-84
1491	4	255-254-141-100
1939	1	255-147-172-58
1787	1	255-147-172-58
2245	6	255-209-164-255
1772	1	255-147-172-58
1941	5	255-181-131-84
2268	1	255-147-172-58
2269	1	255-147-172-58
2120	1	255-147-172-58
2105	1	255-147-172-58
1942	1	255-147-172-58
2272	2	255-7-197-226
1959	1	255-147-172-58
1929	1	255-147-172-58
1791	4	255-254-141-100
2274	1	255-147-172-58
2121	1	255-147-172-58
2132	2	255-7-197-226
2123	2	255-7-197-226
1476	5	255-181-131-84
2122	1	255-147-172-58
2248	2	255-7-197-226
2133	2	255-7-197-226
1960	1	255-147-172-58
2109	2	255-7-197-226
1961	2	255-7-197-226
1793	1	255-147-172-58
1932	2	255-7-197-226
2110	2	255-7-197-226
2429	2	255-7-197-226
2251	2	255-7-197-226
1945	2	255-7-197-226
2278	1	255-147-172-58
2279	2	255-7-197-226
1498	1	255-147-172-58
2111	2	255-7-197-226
1799	2	255-7-197-226
2252	2	255-7-197-226
1781	2	255-7-197-226
2419	2	255-7-197-226
2253	2	255-7-197-226
1481	2	255-7-197-226
1800	1	255-147-172-58
1505	2	255-7-197-226
1949	2	255-7-197-226
2255	2	255-7-197-226
1502	1	255-147-172-58
1648	2	255-7-197-226
1950	2	255-7-197-226
2126	2	255-7-197-226
1650	1	255-147-172-58
2256	2	255-7-197-226
2257	2	255-7-197-226
1967	2	255-7-197-226
2114	2	255-7-197-226
2115	2	255-7-197-226
1969	2	255-7-197-226
2432	2	255-7-197-226
2281	2	255-7-197-226
1952	2	255-7-197-226
1954	2	255-7-197-226
2116	2	255-7-197-226
1227	4	255-254-141-100
1803	1	255-147-172-58
2261	1	255-147-172-58
2282	3	255-98-0-122
2262	2	255-7-197-226
2263	2	255-7-197-226
2264	7	255-98-132-2
1785	8	255-222-69-200
1956	4	255-254-141-100
2265	3	255-98-0-122
1767	7	255-98-132-2
1653	8	255-222-69-200
1368	8	255-222-69-200
1806	4	255-254-141-100
1978	4	255-254-141-100
2286	2	255-7-197-226
1372	1	255-147-172-58
2134	2	255-7-197-226
2287	4	255-254-141-100
1209	1	255-147-172-58
1975	7	255-98-132-2
2135	1	255-147-172-58
1974	7	255-98-132-2
2289	1	255-147-172-58
2453	1	255-147-172-58
1644	1	255-147-172-58
2293	2	255-7-197-226
1797	1	255-147-172-58
1659	7	255-98-132-2
1795	1	255-147-172-58
2136	2	255-7-197-226
1801	2	255-7-197-226
