label_id	max_midgut_endo	best_midgut_type	colour_midgut
3149	2.4633490567261062e-20	clade1sub3	70-122-242-255
3150	1.2169439024812865e-19	clade1sub7	24-215-202-255
3151	3.234360364283621e-10	clade1sub3	70-122-242-255
3152	2.678652681797739e-07	clade1sub3	70-122-242-255
3153	8.863610549137736e-05	clade1sub12	128-254-83-255
3154	0.0677042703480837	clade1sub12	128-254-83-255
3155	0.0007135676927737	clade1sub11	232-213-56-255
3156	0.0023815423265954	clade1sub11	232-213-56-255
3157	0.4988838861748032	clade1sub12	128-254-83-255
3158	0.0001420870528205	clade1sub11	232-213-56-255
3159	0.0054317212111652	clade1sub19	187-244-52-255
3160	4.698094909955668e-08	clade1sub11	232-213-56-255
3161	4.4133043602032004e-12	clade1sub7	24-215-202-255
3162	8.360869185209882e-13	clade1sub7	24-215-202-255
3163	1.5082392760932834e-13	clade1sub7	24-215-202-255
3164	1.7511286361537788e-12	clade1sub7	24-215-202-255
3165	3.4844665720247416e-08	clade1sub11	232-213-56-255
3166	2.4287408569700586e-12	clade1sub7	24-215-202-255
3167	2.9299624102502337e-10	clade1sub7	24-215-202-255
3168	6.113165934258902e-10	clade1sub7	24-215-202-255
3169	2.298882407098917e-06	clade1sub3	70-122-242-255
3170	1.1096164592872616e-14	clade1sub3	70-122-242-255
3171	6.229663412412926e-07	clade1sub3	70-122-242-255
3172	1.1262091712036327e-10	clade1sub11	232-213-56-255
3173	7.120885745525013e-14	clade1sub4	53-243-148-255
3174	6.81569394276956e-12	clade1sub11	232-213-56-255
3175	3.5871459860273636e-20	clade1sub7	24-215-202-255
3176	7.205213282605404e-14	clade1sub4	53-243-148-255
3177	2.194519432772597e-18	clade1sub7	24-215-202-255
3178	6.909477980988654e-18	clade1sub3	70-122-242-255
3179	4.52435517169617e-06	clade1sub4	53-243-148-255
3180	2.986341503646675e-17	clade1sub3	70-122-242-255
3181	1.6502900100206843e-08	clade1sub11	232-213-56-255
3182	0.0429794146702849	clade1sub12	128-254-83-255
3183	0.0008087567099256	clade1sub11	232-213-56-255
3184	0.0502209256511744	clade1sub12	128-254-83-255
3185	0.0075790248151877	clade1sub12	128-254-83-255
3186	0.0438645801559026	clade1sub12	128-254-83-255
3187	3.4638902431452176e-10	clade1sub11	232-213-56-255
3188	4.8897844120334846e-11	clade1sub14	247-113-27-255
3189	6.227754395371314e-15	clade1sub7	24-215-202-255
3190	1.3198536954285262e-10	clade1sub7	24-215-202-255
3191	7.87366752742372e-12	clade1sub11	232-213-56-255
3192	3.13928041754126e-07	clade1sub7	24-215-202-255
3193	0.0566983136548054	clade1sub11	232-213-56-255
3194	1.0008703913810294e-06	clade1sub18	122-4-2-255
3195	0.0079674638314862	clade1sub12	128-254-83-255
3196	0.0079674638314862	clade1sub12	128-254-83-255
3197	2.564427246466607e-05	clade1sub7	24-215-202-255
3198	0.1039584237418688	clade1sub12	128-254-83-255
3199	1.2721972551805758e-17	clade1sub7	24-215-202-255
3200	0.0297069302998981	clade1sub12	128-254-83-255
3201	0.0107543417644975	clade1sub12	128-254-83-255
3202	3.0562620267910637e-21	clade1sub7	24-215-202-255
3203	2.599243249539509e-25	clade1sub7	24-215-202-255
3204	5.733534046208999e-23	clade1sub7	24-215-202-255
3205	9.224768683874828e-21	clade1sub7	24-215-202-255
3206	3.0086242597862668e-21	clade1sub7	24-215-202-255
3207	8.473330080613601e-24	clade1sub3	70-122-242-255
3208	1.5969432856676917e-29	clade1sub3	70-122-242-255
3209	3.003768746152646e-19	clade1sub7	24-215-202-255
3210	7.184768454090219e-23	clade1sub3	70-122-242-255
3211	1.7292886415073314e-22	clade1sub3	70-122-242-255
3212	1.3345147389154602e-21	clade1sub3	70-122-242-255
3213	7.150256740274818e-22	clade1sub3	70-122-242-255
3214	1.0758263154445548e-19	clade1sub3	70-122-242-255
3215	9.144665684658808e-24	clade1sub3	70-122-242-255
3216	2.5538685002732813e-18	clade1sub7	24-215-202-255
3217	7.313944478941959e-22	clade1sub3	70-122-242-255
3218	6.59618311231731e-25	clade1sub7	24-215-202-255
3219	4.0642585617021117e-26	clade1sub7	24-215-202-255
3220	1.5055254204668633e-21	clade1sub7	24-215-202-255
3221	3.4514914554033885e-24	clade1sub7	24-215-202-255
3222	8.125362942413182e-27	clade1sub7	24-215-202-255
3223	2.529644676995175e-12	clade1sub3	70-122-242-255
3224	2.720422546746914e-28	clade1sub7	24-215-202-255
3225	1.60634117460401e-16	clade1sub14	247-113-27-255
3226	3.9684942167753e-28	clade1sub3	70-122-242-255
3227	3.8603809209659924e-13	clade1sub7	24-215-202-255
3228	2.166990139125533e-28	clade1sub7	24-215-202-255
3229	5.06221336453866e-21	clade1sub7	24-215-202-255
3230	4.805296711137229e-08	clade1sub17	222-62-8-255
3231	5.3588570679955654e-12	clade1sub3	70-122-242-255
3232	2.3788902343492444e-15	clade1sub7	24-215-202-255
3233	3.5308514992220643e-22	clade1sub3	70-122-242-255
3234	4.497421008291387e-21	clade1sub7	24-215-202-255
3235	5.2068655958829245e-09	clade1sub17	222-62-8-255
3236	1.6225482635633005e-13	clade1sub14	247-113-27-255
3237	3.9556805115863086e-12	clade1sub7	24-215-202-255
3238	3.527260257567597e-18	clade1sub7	24-215-202-255
3239	0.0002000753805422	clade1sub12	128-254-83-255
3240	3.542912341061227e-13	clade1sub7	24-215-202-255
3241	3.7151879360042566e-17	clade1sub7	24-215-202-255
3242	2.5774207981060493e-11	clade1sub3	70-122-242-255
3243	4.9177451877016925e-09	clade1sub18	122-4-2-255
3244	0.0038292948020005	clade1sub12	128-254-83-255
3246	5.843990845015865e-11	clade1sub7	24-215-202-255
3247	1.3383249866490714e-10	clade1sub11	232-213-56-255
3248	2.8633702598697604e-07	clade1sub11	232-213-56-255
3249	2.1636741749742886e-10	clade1sub11	232-213-56-255
3250	2.466206820895663e-06	clade1sub11	232-213-56-255
3251	3.966637615801123e-08	clade1sub14	247-113-27-255
3252	1.0521536723059229e-08	clade1sub11	232-213-56-255
3253	4.283561107205287e-05	clade1sub11	232-213-56-255
3254	1.500260467483031e-09	clade1sub11	232-213-56-255
3255	1.6008530796866872e-08	clade1sub11	232-213-56-255
3256	3.48531857232269e-11	clade1sub11	232-213-56-255
3257	0.2718796309753416	clade1sub19	187-244-52-255
3258	1.2084871486550946e-07	clade1sub11	232-213-56-255
3259	0.0314709585535752	clade1sub11	232-213-56-255
3260	0.1203153686048649	clade1sub11	232-213-56-255
3261	0.0077733951016399	clade1sub19	187-244-52-255
3262	0.000841498384029	clade1sub14	247-113-27-255
3263	3.046164941750778e-20	clade1sub3	70-122-242-255
3264	4.095788050923043e-26	clade1sub3	70-122-242-255
3265	2.3070624029874847e-22	clade1sub3	70-122-242-255
3266	4.146699692575711e-19	clade1sub7	24-215-202-255
3267	5.606898846402318e-19	clade1sub3	70-122-242-255
3268	2.1832772195783647e-16	clade1sub7	24-215-202-255
3269	3.193898786137084e-17	clade1sub3	70-122-242-255
3270	2.603607579032672e-24	clade1sub7	24-215-202-255
3271	7.407723679460064e-22	clade1sub7	24-215-202-255
3272	2.6511550987079725e-25	clade1sub3	70-122-242-255
3273	1.1139621855586045e-20	clade1sub7	24-215-202-255
3274	2.0051922571038176e-27	clade1sub7	24-215-202-255
3275	2.5513505985658105e-23	clade1sub3	70-122-242-255
3276	4.713280797114959e-23	clade1sub7	24-215-202-255
3277	8.770644676358556e-17	clade1sub3	70-122-242-255
3278	4.570372560386657e-16	clade1sub7	24-215-202-255
3279	1.5253021107629333e-14	clade1sub7	24-215-202-255
3280	1.0884793865996401e-26	clade1sub3	70-122-242-255
3281	1.3795929875929564e-19	clade1sub7	24-215-202-255
3282	6.773111909144559e-19	clade1sub7	24-215-202-255
3283	7.507366872755523e-10	clade1sub11	232-213-56-255
3284	1.546842028479027e-05	clade1sub4	53-243-148-255
3285	2.973723455919194e-11	clade1sub14	247-113-27-255
3286	2.16784139516326e-13	clade1sub7	24-215-202-255
3287	5.692003960342183e-14	clade1sub7	24-215-202-255
3288	4.2268119109516315e-10	clade1sub7	24-215-202-255
3289	2.3583463704755743e-14	clade1sub7	24-215-202-255
3290	1.2307086199923795e-10	clade1sub3	70-122-242-255
3291	0.0002306535743815	clade1sub7	24-215-202-255
3292	9.79145751328577e-13	clade1sub3	70-122-242-255
3293	0.0125692548926665	clade1sub12	128-254-83-255
3294	3.161687424480669e-18	clade1sub3	70-122-242-255
3295	5.043576382074684e-06	clade1sub11	232-213-56-255
3296	4.6050943209750206e-07	clade1sub11	232-213-56-255
3297	5.161812896875875e-10	clade1sub3	70-122-242-255
3298	0.322793119825195	clade1sub19	187-244-52-255
3299	0.0043735133584381	clade1sub14	247-113-27-255
3300	2.70011419950113e-06	clade1sub11	232-213-56-255
3301	0.0820494107758542	clade1sub14	247-113-27-255
3302	2.130939155655087e-09	clade1sub7	24-215-202-255
3303	0.0646397645370612	clade1sub18	122-4-2-255
3304	0.2072507260091777	clade1sub12	128-254-83-255
3305	0.011012449141898	clade1sub11	232-213-56-255
3306	0.2596136489685848	clade1sub12	128-254-83-255
3307	0.2063756962678629	clade1sub11	232-213-56-255
3308	0.2140066455987889	clade1sub12	128-254-83-255
3309	0.0001805908363085	clade1sub18	122-4-2-255
3310	5.347164944546058e-08	clade1sub14	247-113-27-255
3311	0.0018860464555779	clade1sub11	232-213-56-255
3312	4.570076169803351e-08	clade1sub14	247-113-27-255
3313	4.005826284931381e-15	clade1sub7	24-215-202-255
3314	3.261100508082391e-14	clade1sub7	24-215-202-255
3315	1.03370137389791e-17	clade1sub7	24-215-202-255
3316	1.2376692353572066e-18	clade1sub7	24-215-202-255
3317	2.4842770765593043e-20	clade1sub7	24-215-202-255
3318	1.0299664413804022e-18	clade1sub3	70-122-242-255
3319	2.40466736156647e-22	clade1sub7	24-215-202-255
3320	1.7883554884489573e-17	clade1sub3	70-122-242-255
3321	7.354351768182939e-21	clade1sub3	70-122-242-255
3322	9.372188818268177e-24	clade1sub3	70-122-242-255
3323	1.407873743762163e-19	clade1sub3	70-122-242-255
3324	1.391318909231298e-18	clade1sub3	70-122-242-255
3325	7.128727756814186e-17	clade1sub7	24-215-202-255
3326	6.257927262784806e-22	clade1sub3	70-122-242-255
3327	1.5902908057589524e-20	clade1sub3	70-122-242-255
3328	3.5443889038159214e-16	clade1sub3	70-122-242-255
3329	3.4095776340401004e-09	clade1sub3	70-122-242-255
3330	5.075921783469205e-07	clade1sub3	70-122-242-255
3331	8.345682360308988e-17	clade1sub3	70-122-242-255
3332	1.5797978202807172e-20	clade1sub3	70-122-242-255
3333	2.1206268852998703e-14	clade1sub3	70-122-242-255
3334	1.7176117400989907e-16	clade1sub7	24-215-202-255
3335	1.2226770168662671e-09	clade1sub11	232-213-56-255
3336	3.462864928253963e-22	clade1sub3	70-122-242-255
3337	2.258442212416241e-25	clade1sub3	70-122-242-255
3338	1.1905088108780248e-24	clade1sub3	70-122-242-255
3339	6.30417035950984e-12	clade1sub11	232-213-56-255
3340	2.9830563631096185e-18	clade1sub3	70-122-242-255
3341	2.19850394857556e-08	clade1sub12	128-254-83-255
3342	1.401474954597227e-21	clade1sub7	24-215-202-255
3343	7.312317494116478e-14	clade1sub7	24-215-202-255
3344	1.0601295278583654e-09	clade1sub11	232-213-56-255
3345	3.771908980363099e-18	clade1sub3	70-122-242-255
3346	9.471959344136193e-18	clade1sub3	70-122-242-255
3347	1.3246961969574164e-21	clade1sub7	24-215-202-255
3348	4.1800873761163575e-24	clade1sub7	24-215-202-255
3349	1.232726323019579e-21	clade1sub7	24-215-202-255
3350	1.6276070501615782e-20	clade1sub3	70-122-242-255
3351	1.3198684817811529e-22	clade1sub3	70-122-242-255
3352	6.4799229898829305e-31	clade1sub3	70-122-242-255
3353	1.039954984472158e-28	clade1sub7	24-215-202-255
3354	1.602505296094617e-23	clade1sub7	24-215-202-255
3355	1.393428316383938e-32	clade1sub3	70-122-242-255
3356	7.206283427779121e-20	clade1sub7	24-215-202-255
3357	2.2002447581167263e-25	clade1sub3	70-122-242-255
3358	4.581192167244633e-27	clade1sub3	70-122-242-255
3359	7.592950893648892e-25	clade1sub3	70-122-242-255
3360	5.392307950813053e-27	clade1sub7	24-215-202-255
3361	2.100769324691818e-21	clade1sub3	70-122-242-255
3362	1.9210065317060432e-23	clade1sub7	24-215-202-255
3363	3.09973909154979e-23	clade1sub3	70-122-242-255
3364	3.0269833948689617e-19	clade1sub3	70-122-242-255
3365	2.185817679903363e-15	clade1sub3	70-122-242-255
3366	7.041918401652256e-07	clade1sub18	122-4-2-255
3367	1.3768925273862059e-12	clade1sub7	24-215-202-255
3368	3.0227945105534976e-19	clade1sub7	24-215-202-255
3369	5.67549272452406e-17	clade1sub7	24-215-202-255
3370	4.037112007982892e-16	clade1sub3	70-122-242-255
3371	1.7148356738010062e-20	clade1sub3	70-122-242-255
3372	2.020679352039897e-23	clade1sub7	24-215-202-255
3373	3.252357014082214e-23	clade1sub7	24-215-202-255
3374	3.241996112778577e-21	clade1sub3	70-122-242-255
3375	1.239387106573479e-10	clade1sub7	24-215-202-255
3376	3.5259496657645877e-15	clade1sub7	24-215-202-255
3377	2.671088152533688e-17	clade1sub3	70-122-242-255
3378	1.9276015842346031e-23	clade1sub7	24-215-202-255
3379	5.084224274876962e-18	clade1sub3	70-122-242-255
3380	5.669741607766812e-13	clade1sub7	24-215-202-255
3381	1.2444330600088509e-14	clade1sub7	24-215-202-255
3382	9.366720529982702e-19	clade1sub3	70-122-242-255
3383	2.5288367998877e-14	clade1sub7	24-215-202-255
3384	1.1464382369146288e-17	clade1sub7	24-215-202-255
3385	2.8147744301786014e-14	clade1sub7	24-215-202-255
3386	1.3337663598180488e-11	clade1sub3	70-122-242-255
3387	3.2587815227503516e-11	clade1sub4	53-243-148-255
3388	1.5517252641296733e-20	clade1sub7	24-215-202-255
3389	7.071433933644447e-12	clade1sub3	70-122-242-255
3390	6.661530070492819e-16	clade1sub7	24-215-202-255
3391	3.800458113099809e-12	clade1sub7	24-215-202-255
3392	3.562952437647096e-13	clade1sub3	70-122-242-255
3393	2.534234834589693e-11	clade1sub7	24-215-202-255
3394	6.441408562705239e-07	clade1sub11	232-213-56-255
3395	9.226497135228465e-09	clade1sub3	70-122-242-255
3396	2.0551742401395587e-23	clade1sub7	24-215-202-255
3397	5.3201242196356356e-24	clade1sub3	70-122-242-255
3398	2.898828338876189e-06	clade1sub11	232-213-56-255
3399	5.585461081622938e-14	clade1sub11	232-213-56-255
3400	6.495120449016238e-24	clade1sub7	24-215-202-255
3401	7.124532560703379e-26	clade1sub7	24-215-202-255
3402	7.671283109075322e-19	clade1sub3	70-122-242-255
3403	6.697822143727738e-20	clade1sub7	24-215-202-255
3404	1.277150797577007e-25	clade1sub7	24-215-202-255
3405	8.082988509491442e-25	clade1sub7	24-215-202-255
3406	5.723740340754421e-13	clade1sub7	24-215-202-255
3407	4.654968302355544e-24	clade1sub7	24-215-202-255
3408	1.2244679102042654e-12	clade1sub19	187-244-52-255
3409	1.2460331590646288e-29	clade1sub3	70-122-242-255
3410	3.872523235812952e-31	clade1sub7	24-215-202-255
3411	2.4406118900868343e-32	clade1sub7	24-215-202-255
3412	4.515779902272411e-21	clade1sub7	24-215-202-255
3413	8.670656137675917e-24	clade1sub7	24-215-202-255
3414	1.1159131712782529e-23	clade1sub7	24-215-202-255
3415	3.4287299164032944e-19	clade1sub7	24-215-202-255
3416	1.0275928663815863e-28	clade1sub7	24-215-202-255
3417	8.729050150895417e-07	clade1sub12	128-254-83-255
3418	5.508513100133606e-20	clade1sub3	70-122-242-255
3419	3.3424191140045446e-24	clade1sub7	24-215-202-255
3420	1.6452916378674392e-14	clade1sub11	232-213-56-255
3421	2.279199619711821e-18	clade1sub7	24-215-202-255
3422	1.4048520406795234e-20	clade1sub3	70-122-242-255
3423	7.177105794321865e-12	clade1sub12	128-254-83-255
3424	1.456585909288158e-13	clade1sub7	24-215-202-255
3425	6.749716019435473e-20	clade1sub7	24-215-202-255
3426	9.17574356183679e-13	clade1sub3	70-122-242-255
3427	1.369800484793287e-13	clade1sub7	24-215-202-255
3428	3.428226331837558e-07	clade1sub4	53-243-148-255
3429	2.513206821235898e-09	clade1sub4	53-243-148-255
3430	2.800205108169321e-06	clade1sub12	128-254-83-255
3431	1.4843063915407478e-15	clade1sub7	24-215-202-255
3432	3.5977921523711148e-06	clade1sub11	232-213-56-255
3433	1.4603872882649998e-10	clade1sub3	70-122-242-255
3434	8.573317856260045e-20	clade1sub3	70-122-242-255
3435	3.921105986263111e-24	clade1sub7	24-215-202-255
3436	1.6827948666615438e-14	clade1sub3	70-122-242-255
3437	2.973384699756364e-23	clade1sub7	24-215-202-255
3438	2.0885104561335432e-11	clade1sub3	70-122-242-255
3439	6.185782037015437e-19	clade1sub13	180-27-1-255
3440	6.502584604946788e-13	clade1sub3	70-122-242-255
3441	7.449469984115541e-18	clade1sub7	24-215-202-255
3442	0.002426985122755	clade1sub11	232-213-56-255
3443	0.0453192032279439	clade1sub4	53-243-148-255
3444	0.0338615444344784	clade1sub12	128-254-83-255
3445	1.7901125510939765e-11	clade1sub3	70-122-242-255
3446	6.080849485195129e-06	clade1sub7	24-215-202-255
3447	3.111597088518141e-13	clade1sub7	24-215-202-255
3448	7.467590303510123e-13	clade1sub7	24-215-202-255
3449	1.0749850158548417e-17	clade1sub7	24-215-202-255
3450	1.063086270400542e-09	clade1sub7	24-215-202-255
3451	1.4692207447730832e-14	clade1sub7	24-215-202-255
3452	0.012578724843764	clade1sub12	128-254-83-255
3453	7.868512532430534e-12	clade1sub14	247-113-27-255
3454	0.0217108867164358	clade1sub12	128-254-83-255
3455	0.0003562010110122	clade1sub11	232-213-56-255
3456	1.5186476876627017e-05	clade1sub12	128-254-83-255
3457	1.091946576159378e-08	clade1sub11	232-213-56-255
3458	0.0141047453764931	clade1sub12	128-254-83-255
3459	7.725403438795662e-11	clade1sub14	247-113-27-255
3460	3.567774746160844e-11	clade1sub12	128-254-83-255
3461	6.341524415571499e-14	clade1sub14	247-113-27-255
3462	5.029780103180775e-13	clade1sub12	128-254-83-255
3463	3.61837795699029e-12	clade1sub14	247-113-27-255
3464	2.2419619563505104e-16	clade1sub7	24-215-202-255
3465	2.946476379868853e-19	clade1sub3	70-122-242-255
3466	1.3093555759060792e-22	clade1sub3	70-122-242-255
3467	9.867208983615856e-20	clade1sub3	70-122-242-255
3468	2.249201607976666e-18	clade1sub3	70-122-242-255
3469	2.084505123726201e-16	clade1sub11	232-213-56-255
3470	7.696386305743425e-19	clade1sub7	24-215-202-255
3471	9.672060411579432e-22	clade1sub3	70-122-242-255
3472	1.1132926635415144e-15	clade1sub3	70-122-242-255
3473	4.783370821867644e-20	clade1sub3	70-122-242-255
3474	9.131139929007016e-07	clade1sub11	232-213-56-255
3475	1.6447874580854332e-06	clade1sub11	232-213-56-255
3476	6.815372076888071e-10	clade1sub11	232-213-56-255
3477	3.9507618809156756e-14	clade1sub11	232-213-56-255
3478	2.6535737857155283e-17	clade1sub3	70-122-242-255
3479	0.0001323964731598	clade1sub11	232-213-56-255
3480	9.77248089838612e-05	clade1sub11	232-213-56-255
3481	0.0012750914738838	clade1sub4	53-243-148-255
3482	0.0094252885622269	clade1sub4	53-243-148-255
3483	0.0758306872107922	clade1sub12	128-254-83-255
3484	0.3239212100841117	clade1sub12	128-254-83-255
3485	0.011885323997366	clade1sub12	128-254-83-255
3486	0.0983565923798529	clade1sub19	187-244-52-255
3487	1.3198375654382744e-14	clade1sub11	232-213-56-255
3488	4.3039112700471645e-08	clade1sub11	232-213-56-255
3489	6.98761732695621e-13	clade1sub14	247-113-27-255
3490	1.0189611404519823e-05	clade1sub14	247-113-27-255
3491	0.0003076323405187	clade1sub19	187-244-52-255
3492	0.0005997861657707	clade1sub19	187-244-52-255
3493	2.69545360521949e-05	clade1sub3	70-122-242-255
3494	2.5519639092380183e-08	clade1sub3	70-122-242-255
3495	8.114284478528695e-05	clade1sub19	187-244-52-255
3496	0.0539382832104037	clade1sub18	122-4-2-255
3497	1.2851573349964713e-13	clade1sub3	70-122-242-255
3498	1.646721513020514e-09	clade1sub3	70-122-242-255
3499	1.3041038824121439e-15	clade1sub3	70-122-242-255
3500	1.3905843193524686e-13	clade1sub7	24-215-202-255
3501	3.235147598142868e-11	clade1sub7	24-215-202-255
3502	1.9198484456681988e-10	clade1sub12	128-254-83-255
3503	1.25834074781263e-10	clade1sub3	70-122-242-255
3504	2.0944177854675344e-15	clade1sub4	53-243-148-255
3505	5.541935093142168e-28	clade1sub3	70-122-242-255
3506	4.913884547775828e-27	clade1sub3	70-122-242-255
3507	3.334120312765542e-31	clade1sub3	70-122-242-255
3508	3.602980383989572e-22	clade1sub7	24-215-202-255
3509	7.137531544694372e-18	clade1sub7	24-215-202-255
3510	5.65532552103119e-26	clade1sub3	70-122-242-255
3511	1.0397452253122747e-16	clade1sub7	24-215-202-255
3512	1.3514844375832186e-26	clade1sub3	70-122-242-255
3513	3.238693442703293e-25	clade1sub3	70-122-242-255
3514	5.7597130748930555e-22	clade1sub3	70-122-242-255
3515	2.1655335498254062e-27	clade1sub7	24-215-202-255
3516	1.081253660019374e-26	clade1sub3	70-122-242-255
3517	2.6288102082970433e-26	clade1sub7	24-215-202-255
3518	4.114884363940364e-24	clade1sub3	70-122-242-255
3519	1.1337880416868959e-21	clade1sub7	24-215-202-255
3520	7.621318923586331e-23	clade1sub3	70-122-242-255
3521	2.060984406960076e-30	clade1sub7	24-215-202-255
3522	4.8144251207133716e-30	clade1sub7	24-215-202-255
3523	6.174851533874058e-26	clade1sub3	70-122-242-255
3524	1.1203474282077867e-27	clade1sub3	70-122-242-255
3525	2.491243832496049e-20	clade1sub3	70-122-242-255
3526	1.0274080339641541e-18	clade1sub3	70-122-242-255
3527	1.7305180657195124e-16	clade1sub3	70-122-242-255
3528	3.4632745013269815e-11	clade1sub11	232-213-56-255
3529	7.084685006007459e-14	clade1sub7	24-215-202-255
3530	4.158173158437856e-15	clade1sub7	24-215-202-255
3531	1.7605339950016088e-15	clade1sub7	24-215-202-255
3532	0.0255148629045522	clade1sub19	187-244-52-255
3533	1.0201411188218717e-08	clade1sub11	232-213-56-255
3534	4.302864397470871e-09	clade1sub11	232-213-56-255
3535	4.724933723300582e-07	clade1sub14	247-113-27-255
3536	1.406219024713558e-09	clade1sub11	232-213-56-255
3537	1.7641062766609302e-08	clade1sub11	232-213-56-255
3538	2.15086096463624e-09	clade1sub11	232-213-56-255
3539	0.1157585810049611	clade1sub19	187-244-52-255
3540	0.8275424895052955	clade1sub19	187-244-52-255
3541	0.0049603396982351	clade1sub11	232-213-56-255
3542	0.0010076747763715	clade1sub14	247-113-27-255
3543	0.087394160602679	clade1sub11	232-213-56-255
3544	0.7144814825915784	clade1sub19	187-244-52-255
3545	0.1058882581167691	clade1sub4	53-243-148-255
3546	0.0153599107565439	clade1sub14	247-113-27-255
3547	0.0146161123467895	clade1sub12	128-254-83-255
3548	0.013721181218174	clade1sub11	232-213-56-255
3549	5.12542050287447e-09	clade1sub3	70-122-242-255
3550	0.0019649450035905	clade1sub3	70-122-242-255
3551	3.34774695734635e-14	clade1sub3	70-122-242-255
3552	0.0004778615678398	clade1sub2	51-172-246-255
3553	0.0034412850376376	clade1sub18	122-4-2-255
3554	0.1407754252448445	clade1sub12	128-254-83-255
3555	2.897885725637797e-08	clade1sub3	70-122-242-255
3556	1.7596928841641668e-05	clade1sub7	24-215-202-255
3557	2.3636047304414954e-26	clade1sub7	24-215-202-255
3558	1.190661936986342e-05	clade1sub3	70-122-242-255
3559	0.0005298151348381	clade1sub19	187-244-52-255
3560	4.817499648637248e-23	clade1sub3	70-122-242-255
3561	1.2460046727795615e-06	clade1sub18	122-4-2-255
3562	1.5338756549785632e-06	clade1sub3	70-122-242-255
3563	2.9430864784783627e-24	clade1sub7	24-215-202-255
3564	6.474195885074061e-23	clade1sub3	70-122-242-255
3565	2.3560447775110104e-06	clade1sub3	70-122-242-255
3566	1.3503194875862856e-12	clade1sub7	24-215-202-255
3567	1.682923819468662e-12	clade1sub3	70-122-242-255
3568	1.7154362796093947e-19	clade1sub3	70-122-242-255
3569	5.170550682457761e-09	clade1sub3	70-122-242-255
3570	3.198492711738584e-21	clade1sub3	70-122-242-255
3571	1.2321137070371262e-20	clade1sub7	24-215-202-255
3572	5.1114329144048216e-14	clade1sub7	24-215-202-255
3573	3.566863131610947e-19	clade1sub3	70-122-242-255
3574	4.3080944050806917e-11	clade1sub3	70-122-242-255
3575	1.9793689891296e-17	clade1sub3	70-122-242-255
3576	4.044525761844533e-28	clade1sub3	70-122-242-255
3577	3.600905122153028e-15	clade1sub3	70-122-242-255
3578	3.4148528845808514e-14	clade1sub7	24-215-202-255
3579	5.154352264706069e-13	clade1sub7	24-215-202-255
3580	6.210945099087919e-13	clade1sub7	24-215-202-255
3581	2.157957064855939e-13	clade1sub7	24-215-202-255
3582	8.040052862130118e-08	clade1sub4	53-243-148-255
3583	0.0001506624429514	clade1sub4	53-243-148-255
3584	1.2298853474589471e-11	clade1sub3	70-122-242-255
3585	1.986029910182297e-09	clade1sub11	232-213-56-255
3586	2.048246213493877e-05	clade1sub12	128-254-83-255
3587	8.944086288602062e-15	clade1sub7	24-215-202-255
3588	6.584424009410145e-13	clade1sub7	24-215-202-255
3589	9.031009575503128e-06	clade1sub7	24-215-202-255
3590	8.108223823381228e-07	clade1sub11	232-213-56-255
3591	3.1837912057671633e-11	clade1sub7	24-215-202-255
3592	1.0592083861498151e-11	clade1sub7	24-215-202-255
3593	5.590497917416122e-09	clade1sub7	24-215-202-255
3594	1.678130482369296e-05	clade1sub7	24-215-202-255
3595	0.0550560810993778	clade1sub19	187-244-52-255
3596	2.65408370171197e-13	clade1sub4	53-243-148-255
3597	1.1071227118683092e-16	clade1sub14	247-113-27-255
3598	5.30098249951645e-08	clade1sub12	128-254-83-255
3599	0.0013562344822448	clade1sub12	128-254-83-255
3600	2.2817724332182004e-08	clade1sub3	70-122-242-255
3601	6.247438980880747e-14	clade1sub3	70-122-242-255
3602	3.2455373845753766e-11	clade1sub3	70-122-242-255
3603	2.8552625539429718e-09	clade1sub3	70-122-242-255
3604	4.892958116242556e-05	clade1sub3	70-122-242-255
3605	0.0037232953299691	clade1sub3	70-122-242-255
3606	8.739445824334065e-11	clade1sub3	70-122-242-255
3607	0.0008684202850142	clade1sub3	70-122-242-255
3608	3.386808845920829e-10	clade1sub3	70-122-242-255
3609	1.5424249117531616e-05	clade1sub14	247-113-27-255
3610	0.8353020995844981	clade1sub19	187-244-52-255
3611	2.2386236461111926e-10	clade1sub3	70-122-242-255
3612	8.381389958496041e-06	clade1sub3	70-122-242-255
3613	5.011693089931528e-09	clade1sub3	70-122-242-255
3614	0.972858016830888	clade1sub19	187-244-52-255
3615	0.0263118997863543	clade1sub12	128-254-83-255
3616	0.004758785713522	clade1sub11	232-213-56-255
3617	0.983889291461673	clade1sub19	187-244-52-255
3618	1.4343811606038765e-08	clade1sub7	24-215-202-255
3619	0.004120996567889	clade1sub18	122-4-2-255
3620	0.1947029838660946	clade1sub19	187-244-52-255
3621	0.1480373813276007	clade1sub12	128-254-83-255
3622	0.003465474249894	clade1sub11	232-213-56-255
3623	0.0012780791487456	clade1sub19	187-244-52-255
3624	0.1212378973717576	clade1sub12	128-254-83-255
3625	0.1317831295523045	clade1sub11	232-213-56-255
3626	0.2710193696972109	clade1sub11	232-213-56-255
3627	0.3384044917719188	clade1sub12	128-254-83-255
3628	5.351626624382317e-07	clade1sub11	232-213-56-255
3629	0.0384038791484923	clade1sub3	70-122-242-255
3630	2.836596951877617e-09	clade1sub11	232-213-56-255
3631	0.0902688816861898	clade1sub12	128-254-83-255
3632	0.0062327635009528	clade1sub11	232-213-56-255
